Ci9DQUlRQUNvZENodHljRjlvT21wdGJISm1TRWQzY0dWNk5ISmZNVVZ2Ym1sR1RWRRAB,Ghifari r,5,⭐⭐⭐⭐⭐,7 bulan lalu,"Saya dan teman saya lagi jalan-jalan di jogja lalu haus dan kelaparan, lalu kami terselamatkan oleh free service dinparbud Jogja sebelum alun2 lor. Topp jogja sukses terus"
ChZDSUhNMG9nS0VJQ0FnSURlbWZfaFZBEAE,Ryan Aziz Saputra,5,⭐⭐⭐⭐⭐,3 tahun lalu,"Tempatnya dipusat kota,selatan gramedia persis,barat jalan Cuma minim info,karena plangnya menghadap utara, Pelayanan ramah,, …"
ChdDSUhNMG9nS0VJQ0FnSUQ2NGNTOXRRRRAB,Dany,5,⭐⭐⭐⭐⭐,4 tahun lalu,Fact about the building: • Merupakan rumah tinggal Letnan Jenderal Oerip Soemohardjo sampai beliau meninggal di tahun 1948. …
ChdDSUhNMG9nS0VJQ0FnSURHcGJqZTF3RRAB,Zulfiqar Islahqamat,5,⭐⭐⭐⭐⭐,4 tahun lalu,Pelayanan yang cukup ramah untuk saya sebagai seorang wisatawan yang berkunjung. Semoga dapat dipertahankan dan ditingkatkan lagi. 1
ChdDSUhNMG9nS0VJQ0FnSUM3N3F6WHpRRRAB,iwa,5,⭐⭐⭐⭐⭐,2 tahun lalu,Datang di depannya ada Boulevard bagus untuk foto-foto di saat subuh
Ci9DQUlRQUNvZENodHljRjlvT2s0eWVsZHZaM3BXYjNOc1QwNXpMVzlXTldKbmRsRRAB,Tyas Saputri,5,⭐⭐⭐⭐⭐,6 bulan lalu,"Staffnya ramah security nya humoris ( mas Budi) tempat nya bagus, nyaman bersih"
ChZDSUhNMG9nS0VJQ0FnSUNMbEtfNmZBEAE,Nina Antasari,5,⭐⭐⭐⭐⭐,2 tahun lalu,seru loh... sya sangat ...salam sukses buat semua sya warga Klitren... next serukan lagee even nya... matursuwun panitia & band... Jogja istimewah
ChdDSUhNMG9nS0VJQ0FnSUQydW9iZzl3RRAB,a lisnanto gathi,5,⭐⭐⭐⭐⭐,4 tahun lalu,"Bangunan dari dinas pariwisata ini termasuk dalam cagar budaya. Begitu juga dengan kawasan ini. Dinas pariwisata sering mengadakan event, yg paling baru adalah hunting foto di kawasan kotabaru."
ChZDSUhNMG9nS0VJQ0FnSUM3M2RPOWJREAE,nandang yatnajatnika,5,⭐⭐⭐⭐⭐,2 tahun lalu,Tolong pengamen yg di kawasan Malioboro dan sekitarnya diteribkan karena terkesan memaksa walaupun sudah minta maaf berkali kali jg. Tetap saja berdiri sambil ngelihatin. Terus setelah dikasih datang LG TDK berselang lama bergantian terus. … 1
ChdDSUhNMG9nS0VJQ0FnSURBNzVhYTdnRRAB,Archadius Budi Adi Santosa,5,⭐⭐⭐⭐⭐,9 tahun lalu,Kantor Dinas yang menempati salah satu bangunan cagar budaya Kota Yogyakarta. Terletak di kawasan kotabaru dengan genre bangunan kolonial.
ChZDSUhNMG9nS0VJQ0FnSUNzMzdxYk1REAE,Aris Evo Saputro,5,⭐⭐⭐⭐⭐,6 tahun lalu,"Pelayanan Ramah, Segala Informasi Pariwisata tentang Kota Jogjakarta, Bisa Anda dapatkan disini 1"
ChdDSUhNMG9nS0VJQ0FnSUNycHFQRXJ3RRAB,Jose Rizal,5,⭐⭐⭐⭐⭐,2 tahun lalu,Jam masih bikin live music kenceng-kenceng. Ganggu banget. Saya lantai 7 nginap di swissbel masih terdengar jedag jedug nya. Dinas pariwisata koq malah ngganggu wisatawan mau istirahat. … 1
